pRed,Cost,Categorical Risk Assessment,NSC,Enhanced Clinical Observation,QALY,Categorical Risk Assessment,NSC,Enhanced Clinical Observation,LY,Categorical Risk Assessment,NSC,Enhanced Clinical Observation,ICER ($/QALY),Categorical Risk Assessment,NSC,Enhanced Clinical Observation
0.030961666666666665,,206033.57160560336,205641.16150942215,205744.17967807775,,29.080263783650558,29.08140687030062,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,228440.1279312246
0.03155583333333333,,206033.57160560336,205645.95331627154,205744.17967807775,,29.080263783650558,29.08139324524263,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,211426.54455424688
0.03215,,206033.57160560336,205650.74512312096,205744.17967807775,,29.080263783650558,29.081379620184645,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,195382.448592702
0.032744166666666664,,206033.57160560336,205655.5369299704,205744.17967807775,,29.080263783650558,29.081365995126653,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,180227.26898180644
0.03333833333333333,,206033.57160560336,205660.3287368198,205744.17967807775,,29.080263783650558,29.081352370068664,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,165889.12201721594
0.033932500000000004,,206033.57160560336,205665.12054366924,205744.17967807775,,29.080263783650558,29.08133874501068,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,152303.67121174655
0.034526666666666664,,206033.57160560336,205669.91235051863,205744.17967807775,,29.080263783650558,29.081325119952687,29.081857833840118,,0.9999806106875311,0.999980610687531,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,139413.16213346014
0.03512083333333334,,206033.57160560336,205674.70415736805,205744.17967807775,,29.080263783650558,29.081311494894702,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,127165.60167030606
0.035715,,206033.57160560336,205679.49596421747,205744.17967807775,,29.080263783650558,29.081297869836714,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,115514.05709483854
0.03630916666666667,,206033.57160560336,205684.2877710669,205744.17967807775,,29.080263783650558,29.08128424477873,29.081857833840118,,0.9999806106875311,0.999980610687531,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,104416.05505130856
0.03690333333333333,,206033.57160560336,205689.0795779163,205744.17967807775,,29.080263783650558,29.081270619720737,29.081857833840118,,0.9999806106875311,0.999980610687531,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,93833.0641972823
0.0374975,,206033.57160560336,205693.87138476575,205744.17967807775,,29.080263783650558,29.081256994662752,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,83730.04825106556
0.03809166666666667,,206033.57160560336,205698.66319161514,205744.17967807775,,29.080263783650558,29.081243369604763,29.081857833840118,,0.9999806106875311,0.999980610687531,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,74075.07848904732
0.038685833333333336,,206033.57160560336,205703.45499846456,205744.17967807775,,29.080263783650558,29.08122974454677,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,64838.99669136599
0.03928,,206033.57160560336,205708.246805314,205744.17967807775,,29.080263783650558,29.08121611948879,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,55995.12102133079
0.03987416666666667,,206033.57160560336,205713.03861216342,205744.17967807775,,29.080263783650558,29.081202494430805,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,47518.9885909147
0.040468333333333335,,206033.57160560336,205717.83041901287,205744.17967807775,,29.080263783650558,29.081188869372813,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,39388.129493668705
0.0410625,,206033.57160560336,205722.62222586226,205744.17967807775,,29.080263783650558,29.081175244314824,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,31581.86789669141
0.04165666666666667,,206033.57160560336,205727.41403271168,205744.17967807775,,29.080263783650558,29.081161619256836,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,24081.146486523718
0.042250833333333335,,206033.57160560336,205732.2058395611,205744.17967807775,,29.080263783650558,29.08114799419885,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,16868.371137007896
0.042845,,206033.57160560336,205736.9976464105,205744.17967807775,,29.080263783650558,29.08113436914086,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,9927.273126928274
0.04343916666666667,,206033.57160560336,205741.78945325993,205744.17967807775,,29.080263783650558,29.081120744082877,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Cost Saving,3242.7866407584092
0.044033333333333334,,206033.57160560336,205746.58126010935,205744.17967807775,,29.080263783650558,29.081107119024885,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.0446275,,206033.57160560336,205751.37306695877,205744.17967807775,,29.080263783650558,29.081093493966897,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.04522166666666667,,206033.57160560336,205756.1648738082,205744.17967807775,,29.080263783650558,29.081079868908912,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.04581583333333333,,206033.57160560336,205760.9566806576,205744.17967807775,,29.080263783650558,29.081066243850923,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.04641,,206033.57160560336,205765.74848750702,205744.17967807775,,29.080263783650558,29.081052618792935,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.047004166666666666,,206033.57160560336,205770.54029435644,205744.17967807775,,29.080263783650558,29.081038993734946,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.04759833333333333,,206033.57160560336,205775.33210120586,205744.17967807775,,29.080263783650558,29.08102536867696,29.081857833840118,,0.9999806106875311,0.9999806106875313,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.0481925,,206033.57160560336,205780.12390805528,205744.17967807775,,29.080263783650558,29.08101174361897,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.048786666666666666,,206033.57160560336,205784.91571490472,205744.17967807775,,29.080263783650558,29.080998118560984,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.04938083333333333,,206033.57160560336,205789.70752175414,205744.17967807775,,29.080263783650558,29.080984493503,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.049975000000000006,,206033.57160560336,205794.49932860356,205744.17967807775,,29.080263783650558,29.080970868445007,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.050569166666666665,,206033.57160560336,205799.29113545298,205744.17967807775,,29.080263783650558,29.08095724338702,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.05116333333333334,,206033.57160560336,205804.08294230237,205744.17967807775,,29.080263783650558,29.08094361832903,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.0517575,,206033.57160560336,205808.8747491518,205744.17967807775,,29.080263783650558,29.08092999327104,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.05235166666666667,,206033.57160560336,205813.66655600123,205744.17967807775,,29.080263783650558,29.080916368213057,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.05294583333333333,,206033.57160560336,205818.45836285062,205744.17967807775,,29.080263783650558,29.080902743155068,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.053540000000000004,,206033.57160560336,205823.2501697,205744.17967807775,,29.080263783650558,29.080889118097076,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.054134166666666664,,206033.57160560336,205828.0419765495,205744.17967807775,,29.080263783650558,29.080875493039095,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.05472833333333334,,206033.57160560336,205832.83378339888,205744.17967807775,,29.080263783650558,29.080861867981106,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.0553225,,206033.57160560336,205837.6255902483,205744.17967807775,,29.080263783650558,29.080848242923114,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.05591666666666667,,206033.57160560336,205842.41739709768,205744.17967807775,,29.080263783650558,29.08083461786513,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.056510833333333337,,206033.57160560336,205847.2092039471,205744.17967807775,,29.080263783650558,29.08082099280714,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.057105,,206033.57160560336,205852.00101079652,205744.17967807775,,29.080263783650558,29.080807367749152,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.05769916666666667,,206033.57160560336,205856.79281764597,205744.17967807775,,29.080263783650558,29.080793742691167,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.058293333333333336,,206033.57160560336,205861.5846244954,205744.17967807775,,29.080263783650558,29.080780117633175,29.081857833840118,,0.9999806106875311,0.999980610687531,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.0588875,,206033.57160560336,205866.37643134483,205744.17967807775,,29.080263783650558,29.08076649257519,29.081857833840118,,0.9999806106875311,0.9999806106875312,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.05948166666666667,,206033.57160560336,205871.16823819425,205744.17967807775,,29.080263783650558,29.080752867517205,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.060075833333333335,,206033.57160560336,205875.96004504364,205744.17967807775,,29.080263783650558,29.080739242459213,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
0.06067,,206033.57160560336,205880.75185189306,205744.17967807775,,29.080263783650558,29.080725617401228,29.081857833840118,,0.9999806106875311,0.9999806106875311,0.9999806106875312,,Strongly Dominated (Baseline),Strongly Dominated,Cost Saving
